business_id	bad_reviews_size	city	name	longitude	latitude	state	
akWTJZjDWCQN_eb4LaRtXw	1	Montréal	Mile-Ex Restaurant	-73.6143847	45.5285915	QC	
-h9LochyBgKpsLwNXfTiOw	1	Glendale	Phoenix BBQ & Deli	-112.1670965	33.5674985	AZ	
XX6owhRHtgO0957RSmRYgQ	2	Charlotte	Wooden Vine Wine Bar & Bistro	-80.8412508294	35.2285242629	NC	
skZlWeK3P63VtlXXAcQ9KA	1	Charlotte	The Pizza Peel- Central	-80.8119934	35.220076	NC	
tFU2Js_nbIZOrnKfYJYBBg	21	Las Vegas	Bouchon Bistro	-115.170278879	36.122293409	NV	
TAlmdEr0RNWZh9IiUS_BLA	1	Scottsdale	X-Tapa Joe's	-111.917683	33.6990679	AZ	
Tb7hQ37UFA2QFaMwjFieQw	1	Pittsburgh	Arby's	-80.03063	40.414716	PA	
PsobOr59-Wh812PPjjhG6w	1	Las Vegas	Baja Fresh Mexican Grill	-115.1167735	36.020108	NV	
tqq9C3C0eTmfvknALy-0Hg	1	Las Vegas	Company Kitchen and Pub House	-115.175836	36.095563	NV	
Gu0L9ZxxCQkQbRvRes2MYw	2	Las Vegas	Denny's	-115.209358	36.100712	NV	
sSkoeqwqB6PPBJv1rzkWtw	1	Las Vegas	McDonald's	-115.24188	36.061723	NV	
72CTDs5iuHlCrJuHa7domA	1	Phoenix	Hotel 502	-112.0806121	33.5102274	AZ	
Iy9edURkfPstx2s8-FWLVQ	4	Las Vegas	Motel 6	-115.1646083	36.1006042	NV	
G9KKI4P4D9LiPkbTTZLXdA	2	Las Vegas	Feast Buffet	-115.1743629	36.1441896	NV	
-2gyHPSL8pJjkSe5Ozzw6Q	1	Scottsdale	Caldero	-111.92777	33.479935	AZ	
fsxBliRs4rwxRXkZUVy62A	1	Phoenix	On The Border Mexican Grill & Cantina	-111.975679	33.319168	AZ	
qn-hjNuiLJll4zTG6TEBZQ	1	Henderson	E-String Grill & Poker Bar	-115.069905	36.0693164	NV	
vk7U4WeUKJWteORW5hba0g	1	Tempe	Big Belly's BBQ	-111.959765	33.421676	AZ	
qMWWQpMiMcV8jz_57cBB0w	1	Pittsburgh	Coca Cafe	-79.9641251	40.4670725	PA	
3Wg1LVOommgixgqwk-gn8w	2	Las Vegas	Beach Pizza	-115.2593102	36.1915723	NV	
8ZwO9VuLDWJOXmtAdc7LXQ	13	Phoenix	The Clarendon Hotel	-112.0791977	33.491112	AZ	
blgSBn3CimrCHn2SuZvcZw	4	Las Vegas	Viva Las Arepas	-115.15254548	36.1512686085	NV	
0RqNRc6RiILzZxK9J8Kqug	3	Phoenix	Red Robin Gourmet Burgers	-112.1122766	33.711091	AZ	
gmWSXOysesNdp58WnwTA2Q	2	Gilbert	Rancho De Tia Rosa	-111.7213145	33.3664624	AZ	
kOh8ZHf8CkFQCwyfDvVJTA	1	Scottsdale	5 & Diner	-111.885036	33.53814	AZ	
7yVqD9seynOoSLTzwd5t3A	2	Las Vegas	Durango Lodge	-115.279582	36.128563	NV	
Fu-ske3UIS_d8w3A2gwE1Q	1	Scottsdale	Casa Mia	-111.7868921	33.5911573	AZ	
C2pNVdcFl2AdkU9Ual8Z0A	1	Pittsburgh	Kiva Han	-79.9488195	40.4445979	PA	
EIYeohmgHj3T4wGA7LzMiA	1	Henderson	DOC Holliday's Saloon	-115.0992175	35.9796433	NV	
7rsMIEq01gE12F7iRdzLEA	1	Charlotte	McAlister's Deli	-80.7654858	35.3400209	NC	
4Lqr7bE-ZI2uG7u02V4QJA	2	Charlotte	Greek Isles	-80.8549333	35.2162959	NC	
RnAb3jj64-4CXqf8la7nmw	2	Las Vegas	Chicago Dogs	-115.180683695	36.1830457036	NV	
qrapwnls-3IMg-iaXhkQKw	3	Phoenix	Canton Wong #8	-112.073661804	33.3816223145	AZ	
QCTeeNlAXuSUJHb9eXnqpw	1	Scottsdale	Fatburger	-111.9253272	33.6357834	AZ	
ME8gcI4BXjmFq7zEMtk3ag	2	Las Vegas	Hard Rock Café	-115.1727677	36.1040794	NV	
k76odRRsXPErPzB0gjn-3g	1	Gilbert	BoomBozz Taphouse	-111.791284	33.331044	AZ	
At5QunMaG3ExLZYEWHZP3Q	3	Charlotte	Cantina 1511	-80.8497916098	35.1732685559	NC	
_Q9IEf-8XbQR2eutFVhh1w	2	Scottsdale	Homewood Suites By Hilton	-111.9262786	33.5756408	AZ	
dVbjS8t4UXh7wdeUaIGsXQ	1	Montreal	Pullman	-73.5719225	45.5086242	QC	
TIO-4bW-BTsDniiUWbvA6g	1	Montreal	Yuan Végétarien	-73.5673322	45.5168795	QC	
r4P8bKmZVl-0Hs0G2hT_Mg	1	Kitchener	Kinkaku Izakaya	-80.5011796	43.4538069	ON	
XW65HO36L_KalDYKE1HEgQ	1	Peoria	Subway	-112.255993076	33.5803865027	AZ	
yQNiT3CDHC5dRYgB2XX2uQ	1	Edinburgh	Raj Restaurant	-3.172967	55.9720264	EDH	
qGuI5WK7-MVnPA6o2DGBAA	2	Phoenix	Dennys	-112.1121638	33.4796942	AZ	
obEv3-i-pr6oPlya2IY5mg	1	Chandler	Royal Buffet	-111.887397	33.306359	AZ	
NcXkPZKc6PJQYb9hOcTMJw	1	Goodyear	Señor Taco	-112.3917376	33.4522698	AZ	
IC8no-tIdDWgkYzb5d-Nvw	2	Glendale	Little Saigon	-112.181569	33.539257	AZ	
45CkLZEIYK4KLDAb5GvxEg	2	Henderson	Elephant Bar Restaurant	-115.08640228	36.020791181	NV	
hFWTzockG1Vxgm95HgGIHQ	1	Surprise	Jim's Burgers and Eggs	-112.4251069	33.6238487	AZ	
BUiiALlrTxLYGGC9KhAkyQ	3	Las Vegas	China Star Buffet	-115.2083645	36.099494	NV	
Bm0KsXgbVl48sJPhb5Exdw	1	Las Vegas	Dee's Donuts	-115.2804128	36.055627	NV	
XanrfoWIqH30w2caNLef1A	1	Pittsburgh	Curry Away	-79.884114	40.430348	PA	
FfgsQ6Ohp9QTYHuW75GEhQ	8	Las Vegas	La Quinta Inn & Suites Las Vegas Airport N Conv.	-115.1541358	36.1171148	NV	
cuXfotyK8zhjO3vifd9x_Q	4	Las Vegas	Santa Fe Station Hotel & Casino	-115.242846	36.249082	NV	
wENkQMCxWrXy26--Y8Ggpw	1	Las Vegas	The Beatles Revolution Lounge	-115.174183846	36.1212022371	NV	
NsnZ5GhagXBKrCOelxVQxw	2	Las Vegas	SUSHISAMBA - Las Vegas	-115.167756725	36.1239774361	NV	
CtCNNCxA7ZYhTIBI_-FB0A	2	Las Vegas	Sugar Factory	-115.1768402	36.0687779	NV	
_B1Q6lSkcWSSTVs8w4xv5A	1	Las Vegas	Petrossian Bar	-115.175814629	36.1128473337	NV	
4wqlEekYSinh9xTBx9D7EA	1	Charlotte	The Comedy Zone	-80.8449929953	35.2390472628	NC	
tcphcsPONrP82kUyvcELoA	12	Las Vegas	Noodle Asia	-115.17106	36.12008	NV	
Kpa-YCDBkBA3OumZ4UMSvA	1	North Las Vegas	The Pizza Kings	-115.111435	36.240562	NV	
1U1GRksKXF7q8FKcW0e5VQ	2	Las Vegas	Mastro's Ocean Club	-115.174055099	36.1079241113	NV	
tUR9-c9y5J1KA8vi-CX-nQ	1	Las Vegas	McDonald's	-115.270352	36.271468	NV	
GBgdaHOZrl6csfHS69MWyg	1	Madison	Jamerica Caribbean Restaurant	-89.36347	43.084236	WI	
APxVYJuGqlUqr4ncoY5uLg	1	Montréal	Ben & Florentine	-73.5708031	45.5010652	QC	
Wi8v4lZpgfUPRmNOXTIU6g	4	North Las Vegas	Wimpys	-115.1415627	36.2763491	NV	
d83_qJwcOYOojQsapu1Z4A	2	Phoenix	Tiny's Country Cafe	-112.100731	33.626933	AZ	
zsWJEyP8YyJkux0muGtiVw	1	Mesa	House Modern Sushi Restaurant	-111.803024946	33.3846237316	AZ	
3DHwRjWomOtnxM1v6-bPEQ	2	Las Vegas	Sushi On Rainbow	-115.242438	36.126717	NV	
qNnzJw1Nm6u2cXIxx8SLXA	1	Montréal	La Panthère Verte - CENTRE VILLE	-73.579924	45.497444	QC	
chudEeZo1SNr-0Mo9L2OgQ	3	Tempe	Gus's New York Pizza	-111.9247139	33.4213508	AZ	
WnY4HPJIYNXOPQH2mFzl2Q	22	Las Vegas	The Hotel At Mandalay Bay	-115.177838	36.092988	NV	
cTyBfWfmgL3vgRetyfmtyA	1	Phoenix	Sport Peppers Grill	-112.0475	33.641478	AZ	
MORHJ6sMdwkT8DXArbpSXA	1	Scottsdale	El Ranchero Of Traditional Mexican Food	-111.934992671	33.4827129922	AZ	
jnzROxEjNkgeo5Ju3F8qzQ	5	Cave Creek	El Encanto	-111.9453694	33.8321973	AZ	
Gv3ivlNN44OJbb1KxVAPRQ	1	Las Vegas	Hawaiian Hale	-115.1907265	36.1457714	NV	
kSHZ5q1pBy9VpH7VvVrG8A	1	Charlotte	Las Palmas Columbian & Cuban Cuisine	-80.874931	35.1685609	NC	
G56TlssnPG0FQuA2PV7hXg	1	Las Vegas	Walmart Supercenter	-115.0626157	36.108836	NV	
3E_toMWSUCuhRJzG1eml8Q	3	Phoenix	Smashburger	-112.1130676	33.7151321	AZ	
7uRhJhS8hYQfau307RDjCA	4	Las Vegas	O Face Doughnuts	-115.140552831	36.1678503871	NV	
39Hf7XHyzHUCnISf2epYzA	1	Edinburgh	Jimmy Chung's	-3.1915498	55.9517372	EDH	
rQLs75o68l9xfGOrAJq0Yw	1	Las Vegas	Costco	-115.209434	36.278941	NV	
16Afvcpkxcd2s7jTph4R4g	1	Montreal	University Bed & Breakfast	-73.5781405	45.5080914	QC	
YYce9ncwXBgOjU6ItboZ1Q	1	Pittsburgh	Spak Brothers Pizza and More	-79.942513	40.465073	PA	
FM3JgsDg5vLJ2x1_NM9CcA	7	Las Vegas	Coconuts Beach Bar & Mexican Grill	-115.1768402	36.0687779	NV	
cNGI_5GbfNFbZBMQZ-s-UQ	3	Phoenix	Salvadoreño Restaurant	-112.07346	33.566128	AZ	
IYeenY7HilJrKUIur3Eijw	2	Mesa	Lakeshore Restaurant	-111.5376716	33.5737618	AZ	
kEJwpuFpvNbuT1uMCpPxsQ	3	Las Vegas	Dragon Buffet	-115.0621037	36.1622362	NV	
1TsUj0DVJ0y_bTTdmphmvw	2	Las Vegas	El Patio Mexico	-115.1370841	36.1066864	NV	
ya4MfNx4msMlgyj9yOIVRw	1	Florence	L & B Inn	-111.3875435	33.0253072	AZ	
X339-QrJa9Wykz-MVndvtw	1	Mesa	Goodwill of Central Arizona	-111.7525453	33.3922795	AZ	
Zku0t7FWo53pGqnBczVgPw	2	Henderson	Panera Bread	-115.039280906	36.0647913871	NV	
136zvrfN6Kpr9tFj3OMNUQ	1	Tempe	Panchero's Mexican Grill	-111.9252882	33.4342595	AZ	
ta0sLqkG-cNbXZpA358YeQ	1	Charlotte	Bill Spoon's Barbecue	-80.8767139511	35.1596107023	NC	
5oIiBxbTYuWAtHx7-alXbA	2	Scottsdale	Pischke's Blue Ribbon Cafe	-111.9255527	33.4920804	AZ	
gNVVZXPuQjqSK0l4N3AWAg	3	North Las Vegas	Texas Station Gambling Hall & Hotel	-115.191711	36.197365	NV	
Q337sJLaPPiKCsoIoSEWGg	2	Gilbert	Red Robin Gourmet Burgers	-111.746379336	33.3099438139	AZ	
PSFWA3pgyB0-uE6hG2GXAQ	1	Las Vegas	Capital Seafood Restaurant	-115.1969498	36.126365	NV	
--BlvDO_RG2yElKu9XA1_g	1	Scottsdale	Asian Island	-111.8976939	33.6212063	AZ	
nPVVaj8T9iI1NrHZZFsqvA	1	Laveen	Filiberto's	-112.172332764	33.3779029846	AZ	
sJ9omljhmwCOtwYEQ-kbnA	2	Las Vegas	Naked City Pizza On Paradise	-115.150967	36.105948	NV	
auUKSSOujnrS1kha7a_yIg	1	Phoenix	Papa Chevo's Taco Shop	-111.991400532	33.3204408112	AZ	
6aL56OOjoKmYlCkdfQcIMQ	3	Surprise	Tailgaters	-112.394663167	33.6369088586	AZ	
yLfYR-PvIzAv9DnEH68Rgw	1	Phoenix	The Bamboo Club	-112.0252066	33.5096147	AZ	
jr8D3lu1S0-eRpIVxkKnMA	1	Charlotte	Pizza Hut	-80.80925	35.146999	NC	
2SNjQ8JLEOFFdsj4cykX7g	1	Edinburgh	Thai Basil	-3.1854336	55.9469102	EDH	
Y04chCG7J-yJ6ucEZ26IGA	1	Phoenix	Great Dragon Restaurant	-112.1150391	33.5242889	AZ	
shbWVq-_FLspi3yUlSSrGg	1	Boulder City	The Bistro	-114.8511708	35.9714426	NV	
7uQGIO9TuCBz1Y0-_lZY2g	1	Montréal	allô! mon coco	-73.5804766417	45.4945789959	QC	
2-XO3LwWdpm-_xOUHSAqGQ	1	Las Vegas	Foods 2 Go	-115.207568	36.0990337	NV	
8n_YaIqhFivUDUxVuaoKDw	1	Scottsdale	Limelight Dipping Bar And Grill	-111.9263014	33.4974193	AZ	
gl4T1-8baLVWGVvBkka3WQ	1	Las Vegas	Little Macau	-115.1923641	36.1264829	NV	
DaJhE1XmrLE88LbU1m6ZcQ	1	North Las Vegas	Famous Dave's BBQ	-115.113831313	36.2406450132	NV	
z4KFTJQsAdxqMZA7Fx0A9A	5	Chandler	C-Fu Gourmet	-111.8775741	33.3336827	AZ	
9ba1OMB3H6MlG7-yhKMNeA	1	Madison	Cortadito Express	-89.3769773	43.0757413	WI	
e34tIpveepWkpvOuv_boqw	5	Phoenix	Centurion	-112.077177	33.458871	AZ	
ALwQeM5E8kpsB6AfSmzW0w	1	Fitchburg	Taco Bell	-89.47901	43.015264	WI	
BFZHdg2TRrgw56CyqkSryA	4	Phoenix	Blue Agave Mexican Cantina	-111.930086	33.655906	AZ	
BESmH-lmMm34_EefL8X9fQ	5	Phoenix	Comedor Guadalajara	-112.073929	33.429424	AZ	
TCEOvyDNgfTFcGzoU8XZXA	1	Pineville	Sky High Sports	-80.88632	35.092046	NC	
Wj6G62eCSoBQj_YyT4_x3A	1	Dollard-Des-Ormeaux	Restaurant La Serenata	-73.7950351	45.483737	QC	
8cNA6AcjsdfJAtDv39FLNg	1	Charlotte	The Q Shack	-80.771467	35.0618989	NC	
VHqh8I-GupfFOPr4SampzA	1	Cave Creek	Barro's Pizza	-111.9779379	33.7321824	AZ	
8v0R86QBqqQF9E7O-Dw1Jw	1	Las Vegas	Technique Restaurant	-115.3124785	36.1881115	NV	
mW1gB2DmBe__AEVgCoTgjw	1	Phoenix	Filiberto's Mexican Food	-112.0473373	33.4654674	AZ	
C9V_hoXBqc9ChMp03tU_Zw	1	Tonopah	Tonopah Family Restrauant	-112.937635	33.492877	AZ	
pqsljPxfxY6yeY67zLgLkA	1	North Las Vegas	China Wok	-115.181957	36.237905	NV	
7sw8yneJ0H2CUf-4sBKP0w	1	Las Vegas	Church's Chicken	-115.2076648	36.1264833	NV	
3Onaz69D-ygoTsWROE1u3Q	2	Las Vegas	Roberto's Taco Shop	-115.279759616	36.1290206117	NV	
9YTucQlE-xeIt3Gu6y_pCQ	2	Scottsdale	Gus's Pizza	-111.94490583	33.6396699135	AZ	
2ar68zdqndeXe3mTO0ZZRQ	1	Las Vegas	El Gran Taco	-115.0656221	36.1005561	NV	
zWl6V8-L6m9Xfmpq_MqkKw	2	Chandler	Filiberto's Mexican Food	-111.8259115	33.2926492	AZ	
i2gLXa-MSAS-9oU8K_rnYQ	1	Scottsdale	Bloom	-111.9257768	33.566247	AZ	
6oRAC4uyJCsJl1X0WZpVSA	2	Tempe	Haji-Baba	-111.9134509	33.4142731	AZ	
P33KmWd4TKSRIzD350JbzA	1	Avondale	Carrabba's	-112.2739855	33.465184	AZ	
gapBHDKvcnkUzCtl6CtkRw	1	Charlotte	Rotelli Pizza and Pasta	-80.8454085	35.0878284	NC	
lJ42TdBYPhu5YL0S1MTx2A	3	Madison	Fat Sandwich Company	-89.3953986	43.0748766	WI	
BJfjd8oEMW_zq8KTkixyig	1	Tempe	Doc & Eddy's	-111.927105	33.379229	AZ	
AwQwf4mbaJfE4F5Tk2KQRg	1	Pittsburgh	Redbeard's Bar & Grill	-80.007391	40.4307572	PA	
p1sX2UVxEjPzd92LtP3c4g	1	Phoenix	Angie & Jimmie's Italian Pizza	-112.1262987	33.4950335	AZ	
RtXNB9vscyXKQL0hAVuEHw	2	Queen Creek	Don Pedro's Mexican Food	-111.575264	33.173084	AZ	
0Zec6RiFV6h6TbOFb7xu3A	1	Scottsdale	Zinburger Wine & Burger Bar	-111.92545943	33.6251418293	AZ	
3EAF9e45FH01odIIglru3g	5	Gilbert	La Ristra	-111.775864251	33.3360037416	AZ	
DGOlhi2qIxet3t96y3niXw	1	Pittsburgh	Golden Palace Buffet	-79.997066	40.4427809	PA	
WTxfdir4ZTJLA6aq6N6HzA	1	Mesa	Streets of New York	-111.842736	33.3792102	AZ	
SC2r5q8cVXxClDqgqLpIUw	1	Mesa	Amados Mexican Food	-111.8585968	33.3652385	AZ	
najn_Sy-_IzMvq5q4n6p8w	1	Chandler	Jack In the Box	-111.874524	33.306451	AZ	
fI47JKlBBwtqOgiZZb4hdQ	1	Phoenix	Peaks & Valleys Restaurant	-112.0636901	33.7977104	AZ	
rRKD9Cn_d1UzbxoolPQeoQ	1	Montréal	Cari Mela	-73.5688019	45.478611	QC	
Z0fLf1PQ1-KuF2Bb2vG-Aw	1	Charlotte	Bahn Thai	-80.8440170065	35.0708159675	NC	
c0-q98sX3AEsiYKSVIukyQ	6	Mesa	El Charro Restaurant & Cocktail Lounge	-111.839593	33.417567	AZ	
x0NOgX6P4x-82cC0kcO1hg	1	Goodyear	Akai Hana Sushi & Grill	-112.392014265	33.4720905777	AZ	
koRLvzIl-4fCybOIdk56jA	1	Middleton	Louisianne's Etc	-89.5110574	43.0955526	WI	
G6YgeAsIdYYzLXUixyJCEw	1	Tempe	Inn Suites Hotels & Suites	-111.965209	33.37714	AZ	
Uhw6U1Nj-wtl2cSj2nrTrQ	3	Las Vegas	The Coffee Shop	-115.136389	36.175	NV	
-DRpMxRhHEKf5awoVpROkQ	1	Edinburgh	Toby Carvery	-3.1657931	55.9033575	EDH	
pzPbg_B2uSVJ72LIa2G3sA	7	Tempe	Genghis Grill	-111.902046712	33.4340781843	AZ	
VwImfQqQfbUuUaj4aCN1rA	1	Madison	Pita Pit	-89.393396	43.074475	WI	
hrOsdyai-9B91cGjBspHqw	1	Chandler	Tao Garden	-111.8590862	33.3358421	AZ	
BV8_BpJaWpU_HjjLiYZX-Q	2	Mesa	China City Super Buffet	-111.6870775	33.3749484	AZ	
5Vq87nvn3WrGam-mnPh8Jw	2	Las Vegas	Americas Best Value Inn	-115.165508	36.100782	NV	
8ObIrduWIFbCM_zM7I75Wg	1	Charlotte	Firehouse Subs	-80.9878177	35.1032484	NC	
IUhO58Il7gUEjl1RMEncHA	2	Champaign	Farren's Pub & Eatery	-88.2449555979	40.1187461626	IL	
G9It4s0uCD11WXEbqBpWmA	1	Pittsburgh	Caffe Mona la bistro	-79.95432	40.465725	PA	
Zd4fDGXFTnPP36_KDTuyhg	5	Las Vegas	Pepe's Tacos	-115.242599621	36.1126173771	NV	
Oc3GWvlXBocTVgQCse3Nbg	1	Charlotte	Chef Kwo	-80.8467812	35.0537776	NC	
eZ9ryX8Ij8Ha4DGLteCK2g	1	Pittsburgh	Pacific Ring	-79.92287	40.4358767	PA	
dyRAPY2IVeykTZRI6JgWfQ	1	Pointe-Claire	Scarolies Pasta Emporium	-73.8304003	45.468446	QC	
hO91yFmQKGV5l0OHUyRmeg	1	Madison	The Plaza Tavern	-89.3903661594	43.0753053256	WI	
575AW9jkRM070tunCacvxg	1	Mesa	Buffalo Wild Wings	-111.8553658	33.3904462	AZ	
4CPrhBc4Ado90fj7PG6jrA	1	Charlotte	P F Chang's China Bistro	-80.827256	35.146916	NC	
ZniYUcAEcI_n8yxz_2Z1Dw	4	Las Vegas	Norm's Eggs Cafe	-115.279439	36.1238755	NV	
wT0L6ZyFjq3CQKYqENvC3g	1	Phoenix	Genghis Grill	-111.9783076	33.5986921	AZ	
w14UHRCdBWDTBhWoRq1emw	1	Las Vegas	Mimi's Cafe	-115.251761	36.061812	NV	
5HhX4bSsIhbeuDoGTqEcgg	1	Charlotte	Which Wich	-80.835121	35.0558598	NC	
nr7UDkOwkH7XhzqxL8CqvA	1	Montréal	Restaurant Shi Tang	-73.5795316326	45.4953615976	QC	
9bW0DCsSH-fbf0YSeSu31g	1	Charlotte	Pie Town	-80.848563	35.232829	NC	
ykKSshfa9ANCZCuvM2LaWg	2	Phoenix	Culver's	-112.063091	33.508901	AZ	
r_uFII31-won1amc3FaV-A	1	Las Vegas	El Pollo Loco	-115.207101591	36.271655455	NV	
lKl_FUDVDwfJcC_jmzOjlg	1	Gilbert	Marley Farms	-111.7547718	33.2079773	AZ	
O5Qf0CfbIG6r-g55KO7TQw	1	Phoenix	The Art Institute of Phoenix	-112.1071978	33.5673189	AZ	
Bpp8unXZmbyxSZS7D93Jog	4	Las Vegas	Chop Chop Wok	-115.2442251	36.2182929	NV	
1J4oIGwti2AY76VfkbUIow	1	Edinburgh	Western General Hospital	-3.2321944	55.9632248	EDH	
MN0OLvP8i0SirMJ7AMuMzA	3	Las Vegas	Pizza Rock	-115.1420069	36.1718303	NV	
AcYJ6qYKY_46qE5zabJP0w	1	Charlotte	Kennedy's Premium Bar and Grill	-80.8184179	35.2120896	NC	
XZWry6opFKs-BIwfpa_RWg	4	Las Vegas	Montesano's Eateria	-115.1177785	36.0095858	NV	
MI_iUo1QJN8GKr4j1cklIA	4	Phoenix	Ah-So Sushi & Steak	-112.1109268	33.7129789	AZ	
PmGgA12IFDwedPDAjesx3Q	1	Pittsburgh	STACK'D Burgers & Beer	-79.9350785	40.4510918	PA	
RIP8nL2Gbiu0zb-nCgZnpw	1	Phoenix	Chipotle Mexican Grill	-111.981342	33.599459	AZ	
uG68U4JMcjwc-Irbt9jKTw	1	Montréal	Moose Bawr	-73.5798063906	45.4935237544	QC	
n0GhxvBBR2i4dj_c3kmYHg	1	Lake Wylie	Cherry	-81.0406611	35.1092316	SC	
Ji5c-g0GkxRHmBUDAaWzoQ	1	Charlotte	P.F. Chang's	-80.854143	35.349051	NC	
Ly-FPf8njQ7PLBnuXEM8lw	1	Gilbert	Big O Tires	-111.7571738	33.378975	AZ	
l8uDeX2E58RBEc6FfQpdHw	2	Tempe	Tsom Vegetarian Flavors	-111.9247139	33.4213508	AZ	
rLAeltELaGdQKh_LYIllEA	2	Phoenix	Royal Palms Resort and Spa	-111.969246	33.504455	AZ	
agAVp73coNTY6c7cTiRVsA	2	Las Vegas	Fu Restaurant	-115.153831482	36.1089324951	NV	
JOZqBKIOB8WEBAWm7v1JFA	2	Phoenix	Acacia Cafe	-112.001969	33.494927	AZ	
jf4RUa9EQO37hqxRCxbEXQ	1	Scottsdale	Saigon Nites Vietnamese Cuisine	-111.90459	33.622009	AZ	
S5UPn_5f_UKaqi8GO3FoWQ	1	Montréal	Amir	-73.5528472	45.5079202	QC	
zj2Olhf6zQGvm3DtCaEXew	4	Tempe	Buffalo Wild Wings	-111.9258195	33.4235617	AZ	
R6aazv8FB-6BeanY3ag8kw	5	Phoenix	MacAlpine's Soda Fountain	-112.0650914	33.473125	AZ	
3GMzzZESUYcScvHeMtrpHQ	1	Las Vegas	Super 8 Las Vegas/Nellis Afb	-115.053995	36.241805	NV	
DmePZG8oflIXPukeHNv38A	3	Las Vegas	Pizzeria Francesco's	-115.176508428	36.1203805556	NV	
J3VvIU1ZDqg9a9e7zK-QSQ	3	Mesa	Top Shelf  Mexican Restaurant	-111.8744982	33.3931452	AZ	
3LEeSYDzA5_5pm2w3KysTg	2	Montréal	Aix Cuisine du Terroir	-73.5577648	45.5054672	QC	
Tv8wNut_lhraPhJw2N9xKQ	3	Surprise	Chuy's Mesquite Broiler	-112.3549013	33.6387163	AZ	
ZztUsJyGDwPySepmXRG13g	4	Tempe	Dave's Electric Brewpub	-111.93526	33.4251549	AZ	
0NlTmTzKYXbE6Hx2iGEb5A	4	Phoenix	El Encanto DOS	-112.05858	33.8000531	AZ	
6ii5JM4zVaonwvgVcj9mfQ	1	Las Vegas	IHOP	-115.1715795	36.0536699	NV	
rk8XdNAzw9wT-YQwkSrWvg	1	Edinburgh	The Links Bar	-3.202815	55.937616	EDH	
Ai228_UNO8NjDcWogwgO6g	1	Las Vegas	Joes Crab Shack	-115.242568	36.195222	NV	
XInU2SUuNK-IgnT-sEIvGA	1	Las Vegas	Japonais	-115.168548772	36.1208970843	NV	
oKGhW4Vb3CDiGfPQDNkpzw	1	Glendale	Pizza Hut	-112.3414051	33.5364051	AZ	
et-odMgalfrBGzhuMWoy3Q	6	Las Vegas	California Pizza Kitchen	-115.150543942	36.0831699079	NV	
vAOTGsBMJp2ebRCJ6Ny7NQ	2	Tempe	Monti's La Casa Vieja	-111.940425	33.429221	AZ	
1l6dBf8GkQTShXvoH0Of-g	1	Buckeye	Subway	-112.5563895	33.4324359	AZ	
FI4ns6iR4ZrhoaYjITf-Mg	1	Scottsdale	Sunshine Moon Peking Pub	-111.9302928	33.4960515	AZ	
hAgtic2abji61215w8_OVw	3	Las Vegas	Aces & Ales	-115.249689339	36.2111233966	NV	
c9wKRLG8MmJVdFIx9qtgfA	7	Las Vegas	Meatball Spot	-115.1726642	36.0683629	NV	
zHrdyHYm5GtJ79sAoUyB0Q	1	Glendale	Shangri-La Chinese Cuisine	-112.186256	33.6537272	AZ	
GAqqXsPS7wBgs5FuoXmKTA	1	Las Vegas	Wing Heaven	-115.282116748	36.3026106417	NV	
yQ2KpCC42nVjdddGyGgOuw	1	Edinburgh	Inca	-3.2098423	55.9355251	EDH	
hLHMqnIXSVWzDbP-3-RK-Q	1	Mesa	Bread Basket	-111.769873	33.4234099	AZ	
N4x_3sJ5vmhrfE0iqOr-9A	1	Chandler	Silk True Asian	-111.858059	33.2332703	AZ	
ZY2ipPFrt46kjigW0qbRVg	2	Las Vegas	The Garden Grill	-115.1615956	36.1374016	NV	
dPfnLdugO7BVq5sujiYNbA	1	Phoenix	Trailside at Hermosa Pointe	-112.0652859	33.576891	AZ	
taoabZMEW_q1ZUmt1iPq3w	2	North Las Vegas	Roberto's Taco Shop	-115.1791851	36.2751578	NV	
_tkAI5Q5XQSfgbqJzDKSDQ	4	Scottsdale	Old Town Tortilla Factory	-111.9320931	33.4931793	AZ	
DacThWipWrC-vx0jIelNGw	1	Gilbert	Great Wall Chinese Restaurant	-111.720842568	33.3061762584	AZ	
sacG9lu0rMmHjpgtDI_WKw	1	Las Vegas	Posh Nail Spa	-115.1186609	36.0100415	NV	
g9xm7b1MfPxViRdyN6Vtjw	1	Surprise	Uncle Bears Grill & Bar	-112.3557678	33.6414198	AZ	
6qnB6AQSur85BLx6c11dOA	4	Las Vegas	Hue Thai	-115.211199	36.125587	NV	
UIhFRsZoPTWY38njcKKWiw	1	Las Vegas	Fry's Electronics	-115.1749319	36.0651331	NV	
0NHoELbgXkqIoG8lWo0AtQ	5	Las Vegas	Dal Toro Ristorante	-115.145645142	36.1248420622	NV	
ChmqODwuYP1ewjmWXtxtsg	2	Phoenix	Nee House Chinese Restaurant	-111.9770808	33.6130741	AZ	
TXpblNI207D-ddLzTGnU_w	1	Waterloo	Cora's	-80.522773	43.4638688	ON	
bFosvxlK1PWI6dqvIKpQ5w	1	Fitchburg	Great Dane Pub	-89.4233251476	43.0180908538	WI	
_9YyclQi9o9EalWKM8MG0g	1	Las Vegas	Taco Tijuana	-115.115144935	36.1002088852	NV	
suivIX2e8mQKGvbMvbcm2Q	3	Scottsdale	Filiberto's	-111.8847911	33.5390978	AZ	
qwmHm3s8p7J12AIY6Co8HQ	2	Glendale	Pita Jungle	-112.2208604	33.6397447	AZ	
